cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,3,1,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,0,0,11,9,2,0,1,6,6,5,4,1,29,38,0,46,47,0,7,148,0.5610460840518364,-1.4798912713771804,0.459680708649977,0.3045360737212922,-0.9835224072124782,-0.1167707318789599,0.6273151505020892,-0.4029846703046337,0.1951344531136882,0.5414706922299347,0.761965463019692,0.7017305675962617,-0.97821238721074,-0.892412431235035
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,3,3,0,1,2,1,3,1,0,0,0,0,0,2,2,2,4,4,3,14,8,0,0,1,4,4,8,9,10,29,85,0,30,35,4,13,62,-0.7039812094157093,-0.086791204496679,0.138063196776851,0.208764907584816,1.864220079407216,-0.5235943080914938,-0.6470175648823817,0.5121428229921358,-0.7400899018447948,-0.3177601311279244,-0.7936026839152286,-0.8233544942059488,0.5553116206553791,1.364781131135815
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,0,0,3,3,2,4,0,3,14,8,0,0,1,6,5,5,8,10,29,52,0,7,3,0,12,153,0.8009839100888119,1.5447373236290325,1.2209432440961518,1.2806609044143094,-0.4274902784247083,1.3492665863981483,1.027097785144591,2.2633207298092257,0.856508278163277,1.6376768379671802,1.1959053448918808,1.234740845507516,1.0547228201001293,1.3215244399454702
0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,0,1,1,1,0,0,0,6,4,3,1,3,4,0,0,11,13,7,0,0,10,7,5,5,1,29,38,2,19,47,0,8,246,0.4863289307266303,-0.086791204496679,-0.8116655102582315,0.8513542696347508,0.4777083089604707,0.5286716439910238,1.1219481639444255,-0.1393944043831376,0.9721095682535908,0.4546318152861811,1.836924874619566,1.7961709007549385,-0.6522892731712986,1.0160403753237084
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,3,2,1,1,1,0,0,0,0,0,3,1,2,4,4,0,1,13,0,0,0,3,3,9,4,0,29,59,2,14,26,0,8,55,-0.6392192298216587,-1.2563624821057275,-1.4860928090004952,1.6475584270327854,0.0235909419386769,-1.3420537192620283,-1.2267110710461344,0.0094242665850403,-0.8029047115220865,-1.1632001650952122,-1.495606403468399,-1.5045137674106277,-1.3264662089454442,-1.0664114587744695
0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,1,3,1,1,2,1,3,2,2,0,1,1,4,2,1,2,4,0,2,14,5,8,0,0,10,5,6,7,6,29,93,0,35,46,0,13,233,2.1301436491202494,-1.8287622268195916,-1.3386031644305745,1.0170586150705485,-0.9835224072124782,1.24494247254125,0.3642322760181097,1.4054043055931449,2.4698570740852936,1.5596726854767613,1.0346233477874494,0.9747625770724748,1.5000170478668975,-0.5356910184530553
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,10,0,0,0,4,5,9,6,1,29,52,0,36,36,4,9,99,-0.6247079369230824,1.3434376506571473,0.0292531664034513,-0.7698128068046494,2.2263561123558677,-1.1372474975172573,-1.021723072907298,0.0392778610966036,-0.7716075081039271,-0.747375542806854,-0.727438884524551,-0.7591537356740167,-0.8199715624656805,-0.5934011160338472
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,3,1,3,2,1,3,1,0,0,0,0,0,2,1,2,4,6,3,14,1,2,0,0,10,3,3,9,10,29,89,0,30,55,0,15,235,2.1061039852228287,-1.6701775151945792,-1.7374854429139996,0.6311004374467225,0.231612554221733,2.326496406674447,1.4844597440319414,1.4679570713506518,2.238268788932963,1.8150177702865575,0.4481611026343189,0.8170592731426334,1.955076850160055,1.408843540091308
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,3,1,0,3,1,1,1,0,0,0,1,4,3,3,3,4,0,0,11,5,0,0,0,8,6,5,3,3,29,52,4,19,44,0,8,217,1.2333937632956171,-0.086791204496679,-0.5082940374726675,-0.412665378725235,-0.9835224072124782,0.477521282796804,1.9007624611925755,-0.3451246100389114,0.4930088926886343,0.6554063155153179,1.331236926794226,1.2748508248279635,-0.765060756206189,0.966270423763704
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,2,1,0,1,0,0,0,0,0,3,1,0,4,3,0,2,10,0,0,0,3,5,9,6,7,2,96,0,8,17,5,6,39,-2.030622812326512,-2.212869413623341,0.3536796733949619,-0.7698128068046494,-0.9835224072124782,-1.6143095737168207,-1.0640880063662812,-0.28681524818355,-1.9686153374280355,-1.6919907457899297,-1.3434791758436249,-1.356693737833726,-1.7367753481732315,-1.2619848173102963
0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,3,1,0,1,1,1,0,0,0,0,0,3,1,3,4,4,0,11,6,12,0,0,3,4,10,6,1,8,29,0,39,22,0,9,39,-0.9531433095047572,-1.4798912713771804,0.2463412581632292,-0.3190635259156754,-0.9835224072124782,-1.3972557390352582,-1.2808272300955257,-0.3451246100389114,-1.220898699427292,-1.415313033641593,-1.3681061246310746,-1.3806081151392489,-1.0410944200076442,0.4702048497767815
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,1,1,2,3,1,1,0,0,0,1,4,3,3,4,4,4,0,13,5,0,1,0,3,5,12,11,8,29,96,0,46,10,0,12,47,-1.8094856466478395,1.1088376442338947,0.3536796733949619,-1.3930579434797028,-0.545789679977609,-1.386012508369557,-1.1664419097562717,-0.7373149753948344,-1.1662387948659996,-0.6639304929396864,-1.1586556628385676,-1.1773692813758645,0.110148915777855,-0.9259464946448236
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,3,1,2,1,2,1,0,0,0,0,0,3,3,4,4,6,4,12,10,0,0,0,7,4,6,8,5,29,55,0,9,48,2,12,158,0.8990738480422027,1.1088376442338947,-1.4860928090004952,0.0641960070247749,-0.3471594976426787,0.909961482564235,0.0398435322165019,-0.8166416671655268,1.0943229435730932,1.2069840208671128,-0.2516098624279724,-0.2963847896691162,0.9242474167237482,-0.6463939386544435
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,1,3,1,1,2,1,3,1,0,0,0,0,0,3,3,2,1,2,3,14,6,0,0,0,5,3,5,10,4,29,52,6,36,18,8,13,113,-0.150908888750411,0.8424975802867148,0.2463412581632292,-1.0516203138723397,0.4777083089604707,1.3338644330273983,2.2182584975663335,0.2479534882844546,0.3906317730566974,1.0587330349184714,-0.0114959215826985,-0.0617940928353333,1.2480191920748365,-0.5941438167670843
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,0,1,1,1,0,0,0,6,4,3,3,3,4,2,0,11,5,2,0,0,4,4,7,5,1,29,59,0,19,35,0,9,68,-0.0969556883521381,1.1088376442338947,0.459680708649977,0.5855590360999452,1.424707872851226,-0.5735062561941748,-0.6094775266228941,-0.628633913101066,-0.2317858498509218,-0.2586105735074273,-0.7441059921419608,-0.6100655194218224,-0.7232176884423268,0.9663289395790502
0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,1,0,0,3,2,2,4,2,3,14,11,6,1,0,7,5,6,10,10,29,59,0,22,3,0,14,165,0.0885754593834835,-0.086791204496679,0.138063196776851,1.1343385937359975,-0.9835224072124782,1.1550015028577338,0.792028442719006,1.9350809573785752,0.1951344531136882,0.6271244232104356,1.331236926794226,1.2748508248279635,1.2932207907604727,-0.8433221633763566
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,2,3,3,4,2,0,11,8,0,0,0,4,4,7,6,1,29,52,6,34,36,0,9,99,-0.8306615953997885,0.2358247375000559,-0.8116655102582315,-0.7698128068046494,1.9334710832841533,-0.617562558143557,-0.9828941543970738,0.0392778610966036,-1.0628698624496846,-0.7196862234835975,-1.0434617173891338,-1.06566396633033,-0.7926429849791347,-0.9035034288513732
0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,1,3,1,1,2,1,1,3,0,0,1,0,0,3,1,0,4,2,0,3,11,7,0,0,4,5,6,4,0,2,25,2,12,47,0,8,123,0.2505257561589182,-0.086791204496679,0.2463412581632292,0.5395922791988708,0.1485286167541958,-0.3946043208877691,0.217423211632073,-0.4316900496426752,-0.6007953063498886,-0.9094711884171236,-0.3788816290785972,-0.4203953295602558,-1.102088159894684,0.9549318592362868
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,3,0,11,8,0,0,0,2,4,12,8,1,29,85,2,30,35,8,11,30,-1.448085098029288,1.1088376442338947,0.3536796733949619,-0.5502253649850201,-0.9835224072124782,-1.598770902367476,-1.3712337739439089,1.3839875964870234,-1.1662387948659996,-1.5795634900941398,-1.5900676286453903,-1.5964525337502813,-0.7788847513149729,1.4385470682042196
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,3,1,0,2,1,0,1,0,0,0,1,4,3,1,0,4,2,0,2,5,0,0,0,10,10,5,3,7,29,52,2,16,45,2,4,242,-0.8028553973897223,-1.6701775151945792,-0.7129479756199136,1.4776619663007458,-0.9835224072124782,-0.6241983070316833,2.176465154479416,0.0392778610966036,-0.761138373157712,0.3078891969271333,1.502064068363926,1.835913773406222,-1.7633476690466228,-0.6076564688954313
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,1,4,3,3,3,4,6,0,11,5,0,0,0,8,8,4,4,3,29,52,0,19,13,4,8,217,0.6641936343831137,1.1088376442338947,1.4525088469793577,-1.16191500910166,-0.9835224072124782,0.793906573832369,2.767893074752046,-0.601026826537697,0.6387502712819993,0.3668232734634031,1.8523732505745776,2.0563065006196206,-0.6950201204375597,1.0645499862454928
0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,1,3,3,1,2,1,3,3,0,0,1,0,0,3,1,2,1,2,3,14,11,12,0,1,5,3,7,12,10,2,89,2,19,9,0,15,24,-1.1530256991143384,-0.4074760642498855,-1.0902283358920428,-0.5502253649850201,-0.4274902784247083,0.2195608109577254,-0.3271623172670592,-0.628633913101066,-0.7820766430501425,-0.2882392225887328,-0.8901824074897488,-0.9170334415098204,1.092451100329063,1.050132589587566
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,2,1,3,4,4,0,11,8,0,0,0,3,4,10,6,1,8,29,4,6,22,4,9,39,-0.9531433095047572,-1.4798912713771804,0.2463412581632292,-0.3190635259156754,-0.9835224072124782,-1.3972557390352582,-1.2808272300955257,-0.3451246100389114,-1.220898699427292,-1.415313033641593,-1.3681061246310746,-1.3806081151392489,-1.0410944200076442,-1.2776400485236177
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,1,0,2,1,2,1,0,0,0,0,0,3,3,4,4,6,4,12,9,0,0,0,6,5,7,8,5,29,38,2,35,22,0,13,148,1.0080419206353726,0.2358247375000559,-0.0796712124437942,-0.2717970714875812,0.231612554221733,0.5204025550018523,-0.0554663604118556,0.4249283922033378,1.3616715896732854,1.3691874070194958,0.4481611026343189,0.390247710239458,1.2932207907604727,-0.4866502639765927
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,0,0,2,1,1,1,0,0,0,0,0,2,3,3,4,4,0,11,9,0,0,0,3,4,9,6,1,29,59,0,49,4,2,9,39,-1.006114863618715,-0.086791204496679,1.0487145557933408,-0.3660322314557613,-0.8802310671037482,-1.3205423863491603,-1.0223058709337178,-1.042290909961959,-0.5680654844654051,-1.0135485520990912,-1.186381808158132,-1.2042586529873378,-0.9135031257025488,0.3045150680164702
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,1,0,2,1,3,1,0,0,0,1,4,3,1,2,4,2,3,14,5,0,0,3,6,5,6,10,10,29,55,0,14,7,0,13,148,-0.9531433095047572,-0.7150912052775664,0.3536796733949619,-0.6836026882942138,-0.9835224072124782,0.6457845670569998,-0.1781901755906561,-0.3740796013711968,-0.5571004431270007,-0.6357563411769177,0.711235757572357,0.6511890377286685,0.5701690098939396,-0.9538855458642276
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,10,0,0,1,4,4,8,5,1,29,38,0,8,4,8,9,61,-0.0815160995107851,-1.2563624821057275,-0.4030039514246065,-0.7269936810053759,0.5580630719435937,-0.9787988807896096,-0.5853922774156572,-1.0897171888682888,-0.5020548335940057,-0.6639304929396864,-1.1162571308646594,-1.0942029341435,-0.8604618233687441,-1.2805793429406098
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,7,3,1,0,4,4,8,5,1,29,38,0,34,4,0,9,58,-0.0815160995107851,-1.2563624821057275,-0.2962074485254473,-1.0516203138723397,-0.3066247813548275,-0.9787988807896096,-0.5853922774156572,-1.0897171888682888,-0.5020548335940057,-0.6639304929396864,-1.0434617173891338,-1.06566396633033,-0.8604618233687441,-0.8635101196707057
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,2,3,3,4,2,0,11,8,3,0,0,4,5,7,5,1,29,76,0,11,5,0,9,62,-0.0506209167256177,1.3434376506571473,1.4525088469793577,-1.423050236230496,-0.9151539483357732,-0.7081568638674915,-0.6457286846316457,-1.2036900254400265,-0.1515592157367671,-0.1098208848482169,-0.2332765201158772,-0.2426394197797304,-0.7232176884423268,-0.1064505055911957
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,0,0,3,2,2,4,2,3,14,9,0,0,0,7,5,6,10,10,29,93,2,11,46,2,14,165,0.1040310533272983,0.2358247375000559,0.138063196776851,1.2451862511859046,-0.9835224072124782,1.21541558402803,0.3672415312122201,1.9608908375833884,0.1951344531136882,0.5987347903634392,1.331236926794226,1.2748508248279635,1.358629941929285,-0.109254763511236
1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,3,1,1,2,1,3,1,2,0,0,0,0,3,1,2,1,6,2,14,14,7,0,0,12,4,4,7,6,29,93,0,30,46,0,14,198,2.3614280497596174,-0.4074760642498855,-1.7915871860613697,0.8083933586507114,-0.9835224072124782,2.1359368111244628,1.2616851984329442,1.7273039333700022,2.6641421784029515,1.7815643319602112,1.443560187898245,1.5066858378334782,1.7586521123197512,1.421010328466698
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,2,3,3,4,2,0,11,8,0,0,0,5,6,6,5,3,29,113,0,14,8,4,8,131,-0.4997721071073245,-1.0002605250157577,0.9575639071199464,-1.2317347602531687,-0.7726037450373545,-0.3472715874521112,0.8178340668696166,-0.8166416671655268,-0.5241502184015443,-0.6357563411769177,0.3758560382260866,0.3188383116584925,-1.125950169800434,-0.950739195485242
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,1,3,4,2,0,11,10,0,0,0,5,6,7,5,1,29,38,0,8,22,8,9,116,0.0034976697314259,-1.4798912713771804,0.6662189107792902,-0.5951901732470826,-0.1011117073061276,-0.6755778234042585,-0.3069717279479168,-0.8684111947716994,-0.3454586150827225,-0.6639304929396864,0.2109368888166854,0.1564055296012429,-0.9135031257025488,-1.185216568792988
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,9,3,0,0,3,5,7,5,1,29,52,0,33,36,0,9,79,-0.220056266418958,1.1088376442338947,2.2075717064739817,-0.2717970714875812,2.248861009861796,-0.5168074142984946,0.2814861639208422,-0.5170573516740689,-0.5351703604501916,-0.2882392225887328,-0.1965241434216742,-0.2426394197797304,-0.7926429849791347,-0.9517519692123833
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,1,1,2,1,2,1,0,0,0,1,4,3,3,4,4,6,4,12,5,0,0,3,6,5,6,8,5,29,37,0,35,35,0,11,148,0.736680743431995,1.3434376506571473,0.9575639071199464,0.3521239079015222,2.144792646437644,0.8339014659185554,-0.0878676891499298,0.6267147283500588,0.8989358250505707,1.4984760575561016,0.9729060146963034,0.943935152100882,0.9242474167237482,-0.5317164442260964
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,0,0,2,1,3,1,0,0,0,1,4,2,1,2,4,4,3,14,5,0,0,0,4,4,9,10,10,58,89,2,35,4,0,13,62,-0.8788156136727846,-0.7150912052775664,-0.0796712124437942,-0.5502253649850201,-0.8802310671037482,-0.6558948562761427,-0.8259869934378772,-0.7903824853710748,-0.9053369318642664,-0.6918891636182273,-0.8901824074897488,-0.9170334415098204,0.540411956202419,-0.5109973443770688
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,3,3,1,0,1,3,1,0,0,0,6,4,3,3,2,4,4,3,14,8,0,0,0,4,4,9,9,10,29,52,4,31,32,0,13,68,-0.8167851715655247,0.8424975802867148,0.0292531664034513,-1.0516203138723397,2.076702381093621,-0.5909122984650131,-0.5224164675992481,-0.0502330000392377,-0.9154203618387792,-0.7196862234835975,-0.727438884524551,-0.7591537356740167,0.4954546143110937,1.119356799141813
