cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,1,3,4,4,0,11,0,0,0,0,3,4,9,7,1,2,89,0,30,17,2,10,46,0.325401,0.422197,0.634224,0.373816,0.491114,0.234324,0.324913,0.5006,0.33611,0.3148,0.269248,0.26476,0.333292,0.807788,1062.0
0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,3,2,1,1,1,0,0,0,0,0,3,1,2,4,4,0,1,14,6,0,0,3,3,9,5,0,29,52,2,25,45,0,8,55,0.359329,0.245921,0.201309,0.83324,0.811271,0.218068,0.25049,0.4293,0.33987,0.29595,0.180456,0.178698,0.210818,0.543754,1148.5
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,1,1,2,1,3,1,0,0,0,0,0,2,3,2,4,4,3,14,1,0,0,0,4,4,8,10,10,29,93,4,19,4,2,13,62,0.32033,0.620805,0.527991,0.373816,0.422268,0.408772,0.380254,0.32843,0.32128,0.44467,0.327915,0.32157,0.605077,0.714625,1190.37
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,1,1,0,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,8,3,0,2,4,4,8,5,1,29,38,0,8,4,0,9,61,0.478678,0.245921,0.419161,0.336414,0.602545,0.290374,0.381301,0.26847,0.39447,0.37493,0.26014,0.26476,0.310026,0.236657,1146.43
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,0,2,1,2,1,0,0,0,1,4,3,3,4,4,6,4,12,5,0,0,0,6,5,6,7,5,29,59,0,30,4,2,11,148,0.667647,0.827585,0.57136,0.327354,0.718531,0.678275,0.567475,0.33906,0.62542,0.81255,0.636828,0.623714,0.675536,0.811045,1092.81
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,1,1,0,1,1,1,0,0,0,6,4,3,3,3,4,0,0,11,8,0,0,0,8,6,5,5,3,29,38,0,39,18,2,9,212,0.478678,0.245921,0.419161,0.373816,0.447878,0.516811,0.926416,0.51256,0.4895,0.40131,0.727671,0.714544,0.30435,0.60338,1093.16
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,3,1,2,1,2,1,0,0,0,0,0,3,3,4,4,6,4,12,8,0,0,0,6,5,6,8,5,29,37,0,14,35,8,11,148,0.632041,0.785784,0.692825,0.564742,0.924177,0.662161,0.470084,0.61229,0.64873,0.77634,0.698978,0.692256,0.689974,0.282324,1188.42
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,0,1,1,1,0,0,0,6,4,3,3,4,4,4,0,13,5,0,0,1,3,5,11,11,8,29,96,0,19,10,0,12,47,0.159394,0.827585,0.777587,0.195483,0.372405,0.217667,0.27377,0.33906,0.27393,0.37493,0.321076,0.314945,0.51666,0.715497,1107.8
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,3,3,1,3,2,1,1,1,0,0,0,0,0,3,3,3,4,4,0,11,7,0,0,1,3,4,9,7,1,2,55,0,1,54,8,10,49,0.287238,0.488789,0.506105,0.944513,0.863,0.221902,0.274162,0.64027,0.31763,0.2123,0.217678,0.230661,0.310026,0.629837,1098.83
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,3,2,1,1,1,0,0,0,1,4,2,1,2,4,4,0,1,5,2,0,0,3,4,9,4,0,2,59,2,11,26,0,8,55,0.374142,0.299102,0.419161,0.83884,0.281143,0.21587,0.262823,0.48864,0.33987,0.28225,0.24541,0.241676,0.210818,0.481795,1192.25
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,1,0,2,1,3,1,2,0,0,1,4,3,1,2,4,0,2,14,5,2,0,0,8,3,6,9,6,29,59,0,21,3,0,13,166,0.702649,0.555782,0.120071,0.493605,0.281143,0.720503,0.386788,0.74174,0.64296,0.7877,0.434083,0.424625,0.810511,0.200752,1194.75
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,0,1,1,1,0,0,0,6,4,3,1,3,4,0,0,11,9,0,0,0,5,3,6,4,1,2,7,0,0,54,2,8,116,0.596331,0.15999,0.150744,0.83324,0.422268,0.398862,0.324264,0.53642,0.427,0.52221,0.26014,0.255941,0.287682,0.404541,1167.28
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,1,4,2,1,2,4,4,3,14,5,0,0,0,5,5,9,12,10,29,7,2,48,55,8,15,116,0.261841,0.299102,0.484196,0.463029,0.534484,0.401685,0.422678,0.819,0.32128,0.36458,0.457203,0.447145,0.69565,0.505299,1138.32
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,1,4,3,3,2,6,2,3,14,5,2,0,1,6,6,6,10,10,29,59,0,35,35,0,14,177,0.421331,0.488789,0.762059,0.574758,0.805895,0.606315,0.673839,0.7508,0.39447,0.46119,0.705501,0.692256,0.672607,0.391828,1098.48
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,1,1,2,1,1,1,0,0,0,1,4,3,3,3,4,2,0,11,5,0,2,0,6,5,6,5,3,29,52,0,19,13,0,9,144,0.503312,0.488789,0.506105,0.215482,0.281143,0.432555,0.659806,0.33906,0.39849,0.42828,0.523384,0.530877,0.321548,0.724888,1105.59
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,0,1,2,1,0,0,0,6,4,3,3,4,4,6,4,12,9,0,0,0,6,5,7,8,5,29,38,0,41,22,4,12,148,0.682905,0.358319,0.527991,0.432728,0.534484,0.58992,0.471067,0.57187,0.73271,0.75234,0.569745,0.594646,0.720444,0.521444,1193.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,2,1,1,1,0,0,0,1,4,3,3,3,4,2,0,11,5,0,0,2,4,4,7,5,1,2,14,0,44,5,0,8,123,0.442673,0.358319,0.397983,0.236924,0.388783,0.351223,0.318752,0.24564,0.38249,0.45017,0.341813,0.335036,0.284958,0.67392,1141.51
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,3,1,0,2,1,3,1,2,0,0,0,1,3,1,2,4,0,2,14,9,0,0,0,10,4,4,8,6,29,89,2,33,55,4,14,235,0.872274,0.422197,0.26357,0.62377,0.635304,0.889474,0.675897,0.80438,0.90264,0.80218,0.644013,0.785706,0.851532,0.287657,1075.8
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,1,4,3,1,3,4,4,0,11,5,0,0,2,3,4,10,7,1,2,93,0,11,35,0,11,39,0.325401,0.488789,0.592681,0.473202,0.758711,0.201125,0.260915,0.24564,0.30859,0.21983,0.199654,0.214808,0.351299,0.471433,1138.94
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,3,2,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,7,0,0,0,3,3,7,5,1,61,25,2,30,35,0,8,55,0.465671,0.100099,0.336963,0.483397,0.281143,0.305875,0.3432,0.36083,0.36091,0.36458,0.217678,0.222634,0.268941,0.808412,1119.79
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,1,1,1,2,1,2,1,0,0,0,6,4,3,3,4,4,6,4,12,10,0,0,0,6,5,6,8,5,29,89,0,30,4,2,12,148,0.645422,0.299102,0.527991,0.327354,0.725503,0.671307,0.464924,0.33906,0.62542,0.66076,0.6075,0.594646,0.678452,0.818484,1201.22
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,3,3,1,2,1,2,1,0,0,0,0,0,3,3,4,4,6,4,12,8,0,0,2,6,5,6,8,5,29,34,0,30,35,0,12,148,0.642763,0.555782,0.692825,0.564742,0.82168,0.660844,0.45426,0.61229,0.64873,0.74396,0.705501,0.692256,0.689974,0.807082,1061.83
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,2,4,2,3,14,0,0,0,0,8,5,6,9,10,29,57,0,28,35,0,13,222,0.475784,0.620805,0.246911,0.493605,0.854576,0.599275,0.559342,0.48864,0.45391,0.64056,0.678924,0.665644,0.701266,0.770589,1063.34
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,1,1,2,1,3,1,2,0,0,0,0,3,3,2,4,0,2,14,8,0,0,0,9,5,5,6,6,29,52,0,44,46,8,13,226,0.906291,0.785784,0.397983,0.713852,0.388783,0.841136,0.599487,0.97973,0.93383,0.8351,0.742852,0.790803,0.810511,0.67932,1168.94
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,0,0,3,1,3,1,0,0,0,0,0,2,3,2,4,2,3,14,10,0,0,0,6,5,6,9,4,29,38,0,22,0,2,12,148,0.465671,0.245921,0.527991,0.229617,0.439304,0.682622,0.706428,0.30768,0.38249,0.69471,0.6075,0.594646,0.684242,0.314203,1163.11
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,3,1,2,1,1,1,0,0,0,0,0,3,3,0,4,4,0,3,7,0,0,1,4,4,7,9,0,29,52,0,46,36,4,11,100,0.151031,0.620805,0.336963,0.442784,0.950364,0.343757,0.464433,0.47669,0.24801,0.26029,0.275431,0.270746,0.375975,0.29459,1086.73
0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,1,0,0,3,3,2,4,4,3,14,7,8,0,1,4,4,8,9,10,29,89,2,35,4,0,13,62,0.360665,0.488789,0.440642,0.373816,0.302678,0.388756,0.371225,0.32843,0.32496,0.36974,0.294499,0.289207,0.608259,0.381851,1145.84
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,3,3,1,1,2,1,3,1,2,0,0,0,0,3,1,2,4,0,2,14,13,3,0,0,9,4,5,6,6,38,53,2,44,51,0,12,232,0.872918,0.199504,0.111114,0.594598,0.517162,0.773887,0.414032,0.62918,0.90411,0.81591,0.550529,0.55738,0.761333,0.679285,1176.93
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,0,0,3,3,2,4,0,3,14,8,0,0,0,10,5,5,10,10,29,89,0,39,55,2,14,235,0.703859,0.422197,0.26357,0.62377,0.78323,0.874303,0.675139,0.64577,0.64296,0.79504,0.644013,0.785706,0.862949,0.602122,1156.85
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,1,0,3,3,2,4,0,3,14,8,0,0,0,10,5,5,9,10,29,38,0,14,22,5,14,240,0.716981,0.358319,0.230975,0.463029,0.281143,0.823591,0.680635,0.68823,0.71934,0.79863,0.81013,0.798279,0.839341,0.283884,1085.89
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,3,3,0,1,2,1,3,1,0,0,0,0,0,2,1,2,5,0,3,14,8,0,0,0,10,4,4,9,10,29,93,0,22,46,4,13,245,0.623912,0.127059,0.120071,0.584712,0.288217,0.860658,0.6773,0.39455,0.61353,0.71775,0.661688,0.648446,0.780172,0.318411,1174.94
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,3,1,2,1,3,1,0,0,0,1,4,3,3,2,4,4,3,14,5,0,0,0,4,4,9,9,10,29,52,4,31,32,0,13,68,0.340859,0.681761,0.506105,0.267727,0.924177,0.36993,0.392539,0.47669,0.31945,0.36458,0.341813,0.335036,0.598688,0.740497,1139.17
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,3,3,1,3,2,1,3,1,2,0,0,0,0,3,1,2,4,0,2,14,8,0,0,0,9,5,6,6,6,29,93,2,35,46,4,12,226,0.893784,0.199504,0.280933,0.713852,0.281143,0.682622,0.417844,0.75964,0.93383,0.7877,0.711942,0.714544,0.751507,0.396738,1204.43
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,1,3,4,4,0,11,9,0,0,0,2,4,11,6,1,7,31,0,9,22,2,9,4,0.241109,0.100099,0.592681,0.189137,0.281143,0.167437,0.279497,0.41762,0.26401,0.20861,0.180456,0.178698,0.246011,0.347297,1082.72
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,0,2,1,1,1,0,0,0,0,0,3,3,3,4,0,0,11,10,0,0,0,7,4,5,4,1,29,59,0,35,43,2,8,158,0.671496,0.488789,0.215772,0.62377,0.568839,0.517986,0.492751,0.50658,0.57506,0.56627,0.441763,0.443374,0.342239,0.398322,1087.3
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,3,1,3,2,1,1,1,0,0,0,0,0,2,3,3,4,4,0,11,8,3,0,0,3,4,9,7,1,29,93,0,11,35,4,10,39,0.330514,0.681761,0.61366,0.473202,0.908217,0.240069,0.279895,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.462497,1156.65
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,2,0,0,0,0,3,1,2,4,0,2,14,11,5,0,0,10,6,5,7,6,38,25,0,36,51,0,13,246,0.894333,0.488789,0.356819,0.83884,0.594196,0.810589,0.528992,0.68308,0.91644,0.82571,0.888438,0.879347,0.818567,0.37114,1154.31
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,1,1,3,2,1,3,1,0,0,0,0,0,3,1,2,5,6,3,14,8,0,0,0,10,4,4,7,10,29,93,2,31,46,0,13,245,0.840271,0.127059,0.120071,0.584712,0.317541,0.868907,0.583149,0.31796,0.83735,0.71323,0.661688,0.648446,0.777876,0.74184,1094.96
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,1,4,3,3,2,4,0,3,14,5,0,0,0,10,5,5,10,10,29,93,0,4,46,5,13,233,0.61434,0.199504,0.230975,0.705434,0.281143,0.829824,0.69757,0.82598,0.58325,0.80218,0.757468,0.74464,0.818567,0.795229,1108.76
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,3,3,1,1,0,1,3,1,0,0,0,6,4,3,1,2,3,2,3,14,5,0,0,0,7,4,6,10,10,29,89,0,19,19,5,15,164,0.497513,0.358319,0.215772,0.882607,0.651246,0.716221,0.64141,0.57771,0.53565,0.47225,0.4922,0.481306,0.749009,0.709739,1181.62
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,3,3,3,1,2,1,1,1,0,0,0,1,4,3,3,3,4,2,0,11,5,2,2,0,5,5,6,5,3,29,19,0,43,42,0,9,126,0.458463,0.078346,0.506105,0.309621,0.281143,0.426216,0.776482,0.24123,0.4874,0.40666,0.415029,0.40609,0.298734,0.379473,1081.28
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,0,0,11,8,3,0,0,9,8,5,5,3,29,52,0,0,42,0,9,226,0.503312,0.555782,0.65431,0.364302,0.281143,0.529426,0.970764,0.68308,0.53565,0.50556,0.909611,0.901612,0.336261,0.406667,1074.98
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,0,1,1,1,0,0,0,6,4,3,1,2,4,2,0,1,8,0,0,0,8,8,6,4,7,29,55,0,16,54,2,7,200,0.458463,0.555782,0.440642,0.864586,0.281143,0.426216,0.526655,0.69334,0.39849,0.57172,0.797841,0.785706,0.243546,0.359345,1080.21
