cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,A,A,C,B,B,B,A,A,A,B,A,C,D,C,G,E,A,N,I,A,A,C,C,D,I,H,B,BI,CO,A,C,BM,A,M,EK,0.284869,0.555782,0.61366,0.514031,0.281143,0.287716,0.413792,0.67263,0.38249,0.26029,0.169206,0.167768,0.363547,0.77158,1434.66
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,A,A,A,A,H,F,G,D,B,BI,AM,C,J,I,A,I,HX,0.640095,0.078346,0.230975,0.62377,0.388783,0.420474,0.396193,0.29758,0.47481,0.59869,0.472726,0.462286,0.274217,0.396109,1415.85
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,A,C,B,C,B,A,A,A,B,H,C,B,E,E,G,E,R,F,A,A,B,H,E,G,I,F,BI,W,A,AH,N,A,M,HX,0.636078,0.422197,0.280933,0.50382,0.388783,0.629631,0.484119,0.32317,0.64873,0.79139,0.4922,0.500382,0.687115,0.230578,1392.08
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,B,E,E,G,E,R,N,A,A,D,H,E,G,I,F,BI,DW,A,AO,S,E,M,HX,0.637419,0.422197,0.280933,0.761209,0.696981,0.646468,0.411042,0.5245,0.64873,0.79139,0.4922,0.500382,0.689974,0.189289,1489.61
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,A,D,B,B,A,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,I,A,A,A,H,E,G,K,K,BI,EB,E,Y,Y,A,Q,GE,0.480125,0.358319,0.215772,0.50382,0.577339,0.669748,0.51594,0.55421,0.53774,0.47225,0.480509,0.481306,0.756454,0.431595,1414.19
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,N,A,A,A,D,E,K,G,B,AB,C,E,J,BM,A,K,CK,0.273204,0.127059,0.484196,0.473202,0.704268,0.183419,0.240454,0.24564,0.22089,0.2123,0.192281,0.190178,0.226765,0.377216,1441.91
A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,D,B,D,B,D,B,D,C,B,D,B,A,A,A,B,H,D,B,C,E,C,D,T,F,A,B,A,H,E,H,K,K,BI,AI,G,AS,AJ,A,P,FR,0.367378,0.358319,0.162313,0.259793,0.348388,0.525616,0.529729,0.34445,0.37458,0.48334,0.415029,0.424625,0.704052,0.721395,1468.2
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,A,B,A,A,A,A,A,A,B,A,A,A,A,G,H,C,D,D,E,E,A,P,L,A,A,A,D,E,I,G,B,BI,CO,A,AK,AS,A,L,CR,0.356663,0.737068,0.634224,0.373816,0.491114,0.27254,0.295775,0.5006,0.33611,0.3148,0.257148,0.26476,0.339244,0.462344,1425.81
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,C,A,C,D,C,E,G,D,T,M,A,A,A,K,E,E,J,K,BI,EB,A,E,Y,F,Q,LO,0.853789,0.620805,0.26357,0.62377,0.551723,0.942444,0.69942,0.89393,0.83155,0.79863,0.797841,0.785706,0.886284,0.804983,1417.49
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,A,C,T,F,A,A,A,I,F,F,H,G,BU,CO,C,J,S,E,O,LB,0.894333,0.620805,0.419161,0.789639,0.594196,0.812925,0.545921,0.68308,0.91644,0.82249,0.802827,0.793317,0.814573,0.380329,1366.77
B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,B,A,A,D,D,C,E,E,C,T,I,A,A,B,H,F,G,H,G,BI,EE,A,AG,BM,C,O,IE,0.730887,0.785784,0.317666,0.309621,0.594196,0.623026,0.538203,0.68308,0.78484,0.60932,0.592525,0.698722,0.723122,0.782279,1493.43
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,K,A,A,A,I,F,H,L,K,BI,AI,A,AY,AJ,J,P,LB,0.368727,0.299102,0.174588,0.345595,0.340543,0.580786,0.567596,0.34987,0.37458,0.5,0.588753,0.576121,0.728429,0.55356,1431.16
A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,B,H,D,B,D,E,E,A,P,F,I,A,A,C,E,L,G,B,BI,EL,A,H,AE,A,K,CB,0.286052,0.127059,0.728827,0.222469,0.422268,0.167437,0.30511,0.27797,0.32311,0.22755,0.209813,0.207184,0.250991,0.288315,1386.13
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,C,C,E,E,D,T,A,A,A,B,G,H,I,J,K,BI,CL,A,AN,BG,A,O,HK,0.364686,0.555782,0.57136,0.208655,0.439304,0.377914,0.352312,0.26847,0.38846,0.43919,0.636828,0.623714,0.608259,0.270155,1437.43
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,H,A,A,A,E,E,H,F,B,BI,EB,C,AS,AE,J,K,DJ,0.480125,0.358319,0.484196,0.373816,0.302678,0.317735,0.362399,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.725437,1392.84
A,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,D,A,A,B,B,H,D,D,D,E,G,A,P,F,D,A,B,I,I,E,E,D,BI,CL,A,AF,AN,E,J,KW,0.666359,0.620805,0.792378,0.24439,0.281143,0.67699,0.989424,0.41182,0.6932,0.56627,0.883714,0.925574,0.345247,0.215016,1464.8
A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,C,B,A,A,A,A,A,D,C,E,E,G,E,R,O,G,A,D,G,E,G,I,F,BI,DX,A,AF,BM,A,N,HG,0.629339,0.422197,0.54977,0.554673,0.826714,0.671307,0.603037,0.71817,0.64873,0.74396,0.569745,0.55738,0.689974,0.21339,1461.62
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,A,D,T,I,A,A,B,I,D,F,K,K,BI,EB,A,N,Y,A,P,KW,0.689151,0.15999,0.129646,0.614134,0.534484,0.864009,0.664113,0.65122,0.64489,0.79139,0.415029,0.481306,0.861364,0.602176,1501.55
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,I,A,A,A,F,F,G,F,D,BI,EG,G,N,H,A,K,GS,0.458463,0.299102,0.65431,0.284048,0.281143,0.438917,0.839819,0.39455,0.4874,0.40666,0.550529,0.538473,0.298734,0.598691,1453.63
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,B,A,C,D,D,E,C,A,P,I,C,A,B,D,E,H,F,B,AB,EG,A,AY,K,A,K,DC,0.462786,0.555782,0.440642,0.83324,0.811271,0.34935,0.328169,0.39455,0.38249,0.35434,0.257148,0.253044,0.327393,0.547838,1523.16
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,I,A,A,E,G,G,G,F,B,BI,CO,A,AH,M,A,J,HK,0.585115,0.422197,0.57136,0.554673,0.594196,0.499177,0.44376,0.43518,0.66201,0.57716,0.644013,0.630853,0.354344,0.746146,1400.04
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,D,B,B,B,B,B,B,C,B,D,D,A,A,A,A,A,D,D,C,E,E,D,T,I,A,A,A,E,E,I,K,K,BI,CS,A,E,AE,I,O,DJ,0.338258,0.785784,0.65431,0.373816,0.310061,0.407919,0.407105,0.32843,0.32128,0.44467,0.377724,0.369858,0.605077,0.805075,1417.18
B,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,C,B,C,E,A,C,T,I,G,A,A,I,F,G,H,G,BI,A,A,J,BM,A,O,LB,0.824083,0.299102,0.201309,0.493605,0.794794,0.631275,0.439865,0.63475,0.79734,0.64056,0.6075,0.612906,0.73885,0.386808,1400.1
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,A,D,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,L,C,A,A,D,E,I,G,B,BI,CO,A,K,AS,A,L,CR,0.356663,0.737068,0.634224,0.373816,0.491114,0.27254,0.295775,0.5006,0.33611,0.3148,0.257148,0.26476,0.339244,0.361483,1383.17
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,D,B,A,D,B,D,B,D,A,A,A,A,D,B,C,B,G,C,T,G,A,A,A,M,F,E,H,G,BI,CS,A,D,L,F,P,KA,0.936584,0.488789,0.246911,0.661283,0.281143,0.928511,0.694207,0.83275,0.96909,0.82889,0.797841,0.901612,0.873618,0.687689,1500.0
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,I,A,A,A,F,F,G,J,E,BI,CL,E,T,AN,A,O,GS,0.348719,0.15999,0.61366,0.189137,0.281143,0.557721,0.690212,0.2828,0.31945,0.43919,0.4922,0.519456,0.592264,0.197674,1515.85
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,G,I,I,F,B,BI,AI,A,K,AX,E,K,HK,0.520698,0.422197,0.634224,0.432728,0.508483,0.314683,0.370419,0.58354,0.46226,0.38016,0.644013,0.665644,0.339244,0.362996,1365.88
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,H,D,A,A,G,G,I,K,K,BI,DX,A,J,BM,A,O,HG,0.410063,0.422197,0.54977,0.554673,0.594196,0.44646,0.459649,0.6984,0.39447,0.46119,0.569745,0.55738,0.660756,0.386539,1420.19
B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,I,C,A,A,G,H,G,F,B,BI,V,A,AH,BM,A,K,HK,0.590735,0.422197,0.745801,0.564742,0.895958,0.437758,0.514954,0.54236,0.479,0.51111,0.742852,0.729856,0.3574,0.248222,1417.96
A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,B,C,E,E,D,T,L,F,A,A,H,E,G,J,K,BI,BC,A,N,AJ,A,O,FR,0.305371,0.061,0.150744,0.259793,0.340543,0.524442,0.507087,0.34987,0.37458,0.34928,0.415029,0.40609,0.562997,0.603458,1424.54
B,B,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,G,A,P,I,F,A,B,I,G,E,E,D,BI,AW,A,AP,H,A,J,KR,0.576644,0.078346,0.419161,0.318422,0.281143,0.656879,0.968073,0.38318,0.57095,0.53881,0.748766,0.735834,0.298734,0.359486,1371.69
B,B,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,D,D,T,I,I,A,A,D,D,K,M,K,AB,EL,A,G,BM,A,Q,CR,0.172223,0.127059,0.419161,0.54456,0.281143,0.271144,0.369337,0.60087,0.19201,0.2123,0.204687,0.207184,0.58257,0.20997,1396.96
A,B,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,C,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,L,J,A,B,F,G,G,E,B,BI,BT,A,U,A,A,J,HB,0.529375,0.127059,0.54977,0.208655,0.397069,0.425353,0.576416,0.26847,0.41879,0.37493,0.550529,0.538473,0.276878,0.295062,1494.45
A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,L,F,A,A,E,F,H,F,B,BI,DM,A,AK,AF,A,K,DJ,0.484469,0.785784,0.792378,0.189137,0.295397,0.345883,0.370534,0.24564,0.45808,0.47779,0.445614,0.443374,0.339244,0.474416,1403.98
B,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,G,E,A,N,I,J,A,A,C,D,J,H,B,BI,CL,A,AF,AE,A,L,BV,0.254071,0.737068,0.65431,0.383428,0.422268,0.240069,0.360349,0.42345,0.27393,0.2123,0.144492,0.14372,0.290422,0.216729,1474.9
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,B,D,B,B,B,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,J,A,A,C,E,E,G,F,B,BI,CL,A,AX,BJ,A,K,DP,0.432682,0.555782,0.54977,0.267727,0.739121,0.385129,0.405795,0.41182,0.35897,0.26894,0.352419,0.352251,0.287682,0.331945,1379.65
B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,B,C,B,D,B,D,A,A,A,A,D,D,C,D,A,C,T,I,A,A,A,K,F,E,G,G,BI,CL,C,AV,L,F,O,LN,0.906291,0.785784,0.336963,0.761209,0.372405,0.876865,0.671339,0.9802,0.93383,0.8351,0.832976,0.832658,0.814573,0.310872,1409.06
B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,I,A,A,A,E,E,I,J,K,BI,DX,C,AN,BM,J,O,DJ,0.362003,0.620805,0.527991,0.534409,0.874863,0.424491,0.424124,0.60087,0.35127,0.43919,0.327915,0.32157,0.611431,0.283561,1462.64
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,C,D,B,D,C,B,D,C,A,A,A,B,H,D,D,C,E,C,D,T,F,C,A,A,G,G,G,H,K,BI,CL,A,K,AE,A,M,HK,0.585115,0.785784,0.692825,0.327354,0.87101,0.543755,0.604217,0.4293,0.46017,0.61459,0.715131,0.701926,0.592264,0.360794,1461.55
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,C,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,C,A,P,F,A,A,A,D,E,H,F,B,AB,EG,E,A,K,A,K,DC,0.462786,0.488789,0.462347,0.83324,0.405415,0.34935,0.315886,0.39455,0.38249,0.35434,0.24541,0.255941,0.327393,0.405744,1407.14
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,K,A,A,A,E,E,I,G,B,BI,BS,C,N,BM,C,L,DJ,0.475784,0.488789,0.440642,0.534409,0.78323,0.331919,0.345585,0.36083,0.39849,0.39599,0.26014,0.292356,0.363547,0.602883,1460.13
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,B,D,D,E,C,A,P,K,A,A,A,G,G,G,F,B,BI,CL,A,AF,BC,L,K,HK,0.474338,0.555782,0.419161,0.864586,0.551723,0.385129,0.348381,0.58354,0.5063,0.39068,0.519491,0.534677,0.312885,0.28578,1425.91
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,D,A,D,T,B,D,A,A,K,F,F,K,K,BI,CL,A,J,L,A,P,LN,0.655966,0.555782,0.336963,0.761209,0.281143,0.8581,0.681493,0.82252,0.58325,0.80569,0.843548,0.832658,0.866072,0.384641,1473.34
