loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
12500.0, 60 months,8.49,256.4,B,B1,,MORTGAGE,60000.0,Not Verified,credit_card,23.02,730.0,734.0,10.0,0.0,17604.0,39.5,19.0,Current
21000.0, 36 months,11.48,692.3,B,B5,10+ years,MORTGAGE,132000.0,Source Verified,debt_consolidation,16.94,725.0,729.0,7.0,0.0,32510.0,91.3,15.0,Fully Paid
10000.0, 36 months,16.59,354.5,D,D2,10+ years,MORTGAGE,65000.0,Verified,other,17.26,675.0,679.0,10.0,0.0,8073.0,60.7,24.0,Charged Off
15000.0, 36 months,5.32,451.73,A,A1,3 years,OWN,74000.0,Not Verified,debt_consolidation,22.57,790.0,794.0,13.0,0.0,18891.0,25.4,22.0,Fully Paid
7000.0, 36 months,9.8,225.22,B,B3,,OWN,20890.8,Verified,moving,9.32,765.0,769.0,11.0,0.0,8923.0,28.1,31.0,Fully Paid
9000.0, 36 months,5.32,271.04,A,A1,10+ years,MORTGAGE,71000.0,Not Verified,debt_consolidation,16.14,795.0,799.0,11.0,0.0,2741.0,8.7,22.0,Fully Paid
28000.0, 36 months,12.88,941.82,C,C2,5 years,RENT,369000.0,Source Verified,other,6.31,685.0,689.0,9.0,1.0,4485.0,23.4,40.0,Fully Paid
10000.0, 36 months,11.48,329.67,B,B5,9 years,MORTGAGE,43000.0,Not Verified,debt_consolidation,20.32,720.0,724.0,21.0,0.0,4124.0,19.0,29.0,Fully Paid
3600.0, 36 months,13.99,123.03,C,C4,10+ years,MORTGAGE,46000.0,Source Verified,debt_consolidation,18.29,660.0,664.0,15.0,0.0,2591.0,38.7,49.0,Fully Paid
35000.0, 36 months,9.17,1115.77,B,B2,10+ years,MORTGAGE,118000.0,Source Verified,debt_consolidation,17.44,730.0,734.0,11.0,0.0,154817.0,70.4,24.0,Charged Off
10000.0, 36 months,13.44,339.07,C,C3,9 years,MORTGAGE,40000.0,Verified,debt_consolidation,26.13,670.0,674.0,6.0,1.0,11266.0,62.9,11.0,Fully Paid
35000.0, 60 months,11.48,769.39,B,B5,10+ years,MORTGAGE,104000.0,Source Verified,debt_consolidation,34.91,760.0,764.0,14.0,0.0,30509.0,34.2,27.0,Fully Paid
15000.0, 36 months,9.17,478.19,B,B2,8 years,MORTGAGE,80000.0,Not Verified,debt_consolidation,9.3,660.0,664.0,7.0,0.0,11345.0,34.4,28.0,Fully Paid
13250.0, 36 months,14.85,458.35,C,C5,6 years,RENT,60000.0,Not Verified,debt_consolidation,13.66,690.0,694.0,17.0,0.0,2776.0,17.9,30.0,Fully Paid
7000.0, 36 months,7.91,219.07,A,A5,3 years,MORTGAGE,48000.0,Source Verified,credit_card,31.47,690.0,694.0,23.0,1.0,5106.0,32.1,48.0,Fully Paid
20000.0, 60 months,12.88,453.84,C,C2,10+ years,MORTGAGE,97200.0,Verified,debt_consolidation,24.28,680.0,684.0,15.0,0.0,22595.0,55.0,36.0,Fully Paid
19200.0, 60 months,11.99,427.0,C,C1,10+ years,OWN,80000.0,Not Verified,debt_consolidation,20.13,690.0,694.0,11.0,0.0,6547.0,40.9,27.0,Fully Paid
3125.0, 36 months,19.48,115.31,E,E2,< 1 year,RENT,48000.0,Source Verified,debt_consolidation,3.43,665.0,669.0,6.0,0.0,2131.0,54.6,7.0,Charged Off
16000.0, 36 months,7.49,497.63,A,A4,1 year,MORTGAGE,47500.0,Not Verified,credit_card,28.85,695.0,699.0,25.0,0.0,24754.0,33.0,39.0,Fully Paid
24000.0, 36 months,5.32,722.76,A,A1,10+ years,MORTGAGE,103000.0,Not Verified,credit_card,7.72,755.0,759.0,8.0,0.0,32337.0,52.9,15.0,Fully Paid
24000.0, 60 months,14.85,569.08,C,C5,2 years,MORTGAGE,125000.0,Not Verified,small_business,17.86,745.0,749.0,16.0,0.0,15401.0,59.9,44.0,Charged Off
10800.0, 36 months,13.44,366.19,C,C3,4 years,RENT,60000.0,Verified,debt_consolidation,27.64,670.0,674.0,12.0,0.0,8878.0,40.0,23.0,Fully Paid
15000.0, 36 months,9.17,478.19,B,B2,10+ years,MORTGAGE,750000.0,Source Verified,home_improvement,3.64,720.0,724.0,10.0,0.0,175968.0,76.3,27.0,Fully Paid
24000.0, 36 months,6.49,735.47,A,A2,10+ years,MORTGAGE,118346.0,Source Verified,debt_consolidation,20.33,700.0,704.0,15.0,0.0,31776.0,71.1,46.0,Fully Paid
15875.0, 36 months,18.99,581.84,E,E1,< 1 year,RENT,35100.0,Source Verified,debt_consolidation,20.1,670.0,674.0,11.0,1.0,8927.0,46.3,11.0,Fully Paid
19200.0, 36 months,6.99,592.76,A,A3,2 years,OWN,80000.0,Verified,debt_consolidation,17.52,730.0,734.0,9.0,0.0,92534.0,61.7,13.0,Fully Paid
14000.0, 60 months,13.44,321.71,C,C3,10+ years,MORTGAGE,115000.0,Source Verified,debt_consolidation,11.31,720.0,724.0,14.0,0.0,21298.0,92.2,21.0,Current
32000.0, 60 months,22.45,892.02,F,F1,3 years,MORTGAGE,225000.0,Verified,debt_consolidation,9.89,660.0,664.0,12.0,0.0,19178.0,94.5,28.0,Fully Paid
8000.0, 36 months,6.99,246.99,A,A3,10+ years,OWN,60000.0,Source Verified,credit_card,14.05,715.0,719.0,14.0,0.0,8560.0,19.1,43.0,Fully Paid
8000.0, 36 months,13.44,271.26,C,C3,2 years,MORTGAGE,65000.0,Verified,home_improvement,33.07,695.0,699.0,17.0,0.0,46860.0,49.6,43.0,Fully Paid
17500.0, 36 months,9.17,557.89,B,B2,10+ years,MORTGAGE,165000.0,Not Verified,debt_consolidation,9.02,665.0,669.0,9.0,0.0,9744.0,75.5,24.0,Fully Paid
6500.0, 36 months,10.78,212.13,B,B4,,OWN,35000.0,Source Verified,debt_consolidation,20.82,705.0,709.0,19.0,0.0,16270.0,32.5,33.0,Fully Paid
8000.0, 36 months,13.44,271.26,C,C3,10+ years,MORTGAGE,34560.0,Source Verified,debt_consolidation,35.49,680.0,684.0,22.0,0.0,2087.0,83.5,41.0,Charged Off
10000.0, 36 months,7.49,311.02,A,A4,2 years,OWN,80000.0,Not Verified,debt_consolidation,13.82,730.0,734.0,14.0,1.0,3693.0,22.4,32.0,Fully Paid
18000.0, 36 months,10.78,587.43,B,B4,8 years,OWN,91000.0,Verified,debt_consolidation,5.5,675.0,679.0,13.0,0.0,16152.0,63.6,24.0,Charged Off
15000.0, 60 months,7.91,303.51,A,A5,10+ years,MORTGAGE,117000.0,Not Verified,credit_card,10.93,770.0,774.0,8.0,0.0,18212.0,24.7,23.0,Fully Paid
5000.0, 36 months,5.32,150.58,A,A1,< 1 year,OWN,40000.0,Not Verified,debt_consolidation,16.23,695.0,699.0,4.0,0.0,2778.0,22.8,18.0,Fully Paid
10000.0, 36 months,12.88,336.37,C,C2,< 1 year,MORTGAGE,80000.0,Source Verified,debt_consolidation,14.8,695.0,699.0,9.0,0.0,6154.0,66.2,30.0,Fully Paid
24000.0, 60 months,13.44,551.5,C,C3,8 years,RENT,85000.0,Source Verified,debt_consolidation,13.07,735.0,739.0,11.0,0.0,49.0,0.1,26.0,Fully Paid
20000.0, 36 months,11.48,659.33,B,B5,1 year,MORTGAGE,60000.0,Verified,debt_consolidation,29.54,670.0,674.0,13.0,0.0,18428.0,83.8,18.0,Fully Paid
30000.0, 60 months,20.5,803.19,E,E4,10+ years,MORTGAGE,110000.0,Verified,debt_consolidation,22.9,680.0,684.0,26.0,0.0,57007.0,50.2,44.0,Late (31-120 days)
15975.0, 36 months,13.44,541.66,C,C3,1 year,RENT,45000.0,Source Verified,debt_consolidation,14.12,685.0,689.0,9.0,0.0,9327.0,84.0,21.0,Fully Paid
24000.0, 36 months,9.8,772.17,B,B3,10+ years,MORTGAGE,150000.0,Not Verified,debt_consolidation,8.67,685.0,689.0,13.0,0.0,19084.0,44.3,33.0,Fully Paid
30000.0, 60 months,14.85,711.34,C,C5,< 1 year,MORTGAGE,141000.0,Verified,debt_consolidation,16.53,670.0,674.0,15.0,0.0,45696.0,92.5,38.0,Fully Paid
19500.0, 60 months,12.88,442.49,C,C2,10+ years,MORTGAGE,51667.0,Verified,debt_consolidation,20.39,665.0,669.0,7.0,0.0,18448.0,72.9,18.0,Current
35000.0, 36 months,12.88,1177.27,C,C2,10+ years,MORTGAGE,230000.0,Source Verified,debt_consolidation,11.74,670.0,674.0,10.0,0.0,63528.0,79.0,27.0,Fully Paid
10925.0, 60 months,15.77,264.35,D,D1,10+ years,MORTGAGE,35000.0,Not Verified,debt_consolidation,20.61,705.0,709.0,10.0,0.0,10782.0,70.9,11.0,Charged Off
35000.0, 36 months,11.99,1162.34,C,C1,1 year,MORTGAGE,200000.0,Verified,debt_consolidation,25.13,725.0,729.0,12.0,0.0,17684.0,58.2,25.0,Fully Paid
4800.0, 36 months,11.99,159.41,C,C1,1 year,RENT,24000.0,Verified,debt_consolidation,26.2,660.0,664.0,9.0,0.0,4209.0,48.4,15.0,Fully Paid
4325.0, 36 months,23.13,167.72,F,F2,10+ years,MORTGAGE,60000.0,Verified,debt_consolidation,20.48,665.0,669.0,13.0,1.0,5083.0,38.2,20.0,Charged Off
6000.0, 36 months,11.99,199.26,C,C1,9 years,MORTGAGE,85000.0,Verified,debt_consolidation,18.48,660.0,664.0,12.0,0.0,5614.0,81.4,42.0,Fully Paid
16200.0, 60 months,20.5,433.73,E,E4,10+ years,MORTGAGE,75000.0,Source Verified,debt_consolidation,12.69,735.0,739.0,12.0,2.0,54.0,0.2,21.0,Fully Paid
15000.0, 36 months,9.8,482.61,B,B3,9 years,RENT,41000.0,Verified,credit_card,24.33,670.0,674.0,15.0,0.0,8983.0,27.0,30.0,Fully Paid
8000.0, 36 months,6.99,246.99,A,A3,10+ years,MORTGAGE,58000.0,Source Verified,debt_consolidation,18.03,700.0,704.0,11.0,0.0,14910.0,33.9,27.0,Fully Paid
12000.0, 36 months,6.49,367.74,A,A2,1 year,MORTGAGE,80000.0,Not Verified,debt_consolidation,24.15,740.0,744.0,22.0,0.0,9955.0,22.0,46.0,Fully Paid
6000.0, 36 months,10.78,195.81,B,B4,10+ years,OWN,60000.0,Source Verified,other,9.82,665.0,669.0,14.0,2.0,9777.0,34.1,25.0,Fully Paid
18000.0, 36 months,6.99,555.71,A,A3,8 years,MORTGAGE,68000.0,Not Verified,credit_card,14.12,730.0,734.0,16.0,0.0,20550.0,22.2,19.0,Fully Paid
2600.0, 36 months,11.48,85.72,B,B5,3 years,RENT,89512.0,Verified,debt_consolidation,13.06,660.0,664.0,9.0,0.0,4200.0,71.2,21.0,Fully Paid
10000.0, 36 months,7.49,311.02,A,A4,5 years,RENT,83000.0,Source Verified,credit_card,9.72,695.0,699.0,7.0,0.0,9056.0,49.8,27.0,Fully Paid
24000.0, 36 months,8.49,757.51,B,B1,10+ years,MORTGAGE,102000.0,Verified,debt_consolidation,16.93,675.0,679.0,10.0,0.0,12289.0,87.8,40.0,Fully Paid
15600.0, 60 months,17.97,395.89,D,D4,4 years,RENT,53000.0,Verified,debt_consolidation,32.72,700.0,704.0,16.0,1.0,11211.0,47.7,31.0,Charged Off
7200.0, 36 months,13.44,244.13,C,C3,2 years,RENT,57000.0,Source Verified,debt_consolidation,24.36,680.0,684.0,8.0,0.0,1241.0,35.5,11.0,Fully Paid
5000.0, 36 months,6.49,153.23,A,A2,6 years,RENT,46000.0,Not Verified,credit_card,14.17,725.0,729.0,15.0,0.0,5800.0,38.4,24.0,Fully Paid
27850.0, 60 months,25.09,818.91,F,F4,10+ years,RENT,150000.0,Not Verified,debt_consolidation,24.91,680.0,684.0,8.0,0.0,22117.0,67.0,35.0,Fully Paid
26600.0, 60 months,11.99,591.57,C,C1,10+ years,OWN,140000.0,Not Verified,debt_consolidation,23.64,705.0,709.0,15.0,0.0,11664.0,35.8,29.0,Fully Paid
21000.0, 60 months,9.8,444.13,B,B3,10+ years,MORTGAGE,82000.0,Not Verified,debt_consolidation,18.69,700.0,704.0,15.0,0.0,12987.0,53.0,38.0,Fully Paid
2000.0, 36 months,14.85,69.19,C,C5,10+ years,RENT,72000.0,Verified,debt_consolidation,18.66,720.0,724.0,9.0,0.0,14180.0,64.7,13.0,Fully Paid
5000.0, 36 months,13.44,169.54,C,C3,6 years,OWN,30000.0,Source Verified,debt_consolidation,35.56,695.0,699.0,12.0,0.0,3294.0,47.7,23.0,Fully Paid
12250.0, 36 months,12.88,412.05,C,C2,1 year,MORTGAGE,57680.0,Not Verified,debt_consolidation,29.28,720.0,724.0,9.0,0.0,17942.0,67.5,18.0,Fully Paid
7000.0, 36 months,11.48,230.77,B,B5,4 years,RENT,40000.0,Verified,debt_consolidation,27.87,755.0,759.0,11.0,0.0,4232.0,14.5,21.0,Fully Paid
13000.0, 60 months,13.44,298.73,C,C3,10+ years,MORTGAGE,91000.0,Not Verified,debt_consolidation,30.29,715.0,719.0,11.0,0.0,25372.0,61.7,32.0,Fully Paid
8000.0, 36 months,9.17,255.04,B,B2,9 years,MORTGAGE,92500.0,Not Verified,credit_card,18.49,710.0,714.0,7.0,0.0,30985.0,87.3,24.0,Fully Paid
17000.0, 36 months,7.91,532.02,A,A5,10+ years,MORTGAGE,65000.0,Verified,debt_consolidation,19.88,785.0,789.0,18.0,0.0,17079.0,15.9,37.0,Fully Paid
22000.0, 36 months,6.99,679.2,A,A3,< 1 year,MORTGAGE,95000.0,Not Verified,debt_consolidation,13.03,715.0,719.0,13.0,0.0,16208.0,50.8,36.0,Fully Paid
5000.0, 36 months,9.8,160.87,B,B3,6 years,MORTGAGE,67800.0,Source Verified,debt_consolidation,3.42,665.0,669.0,10.0,1.0,5027.0,49.3,25.0,Fully Paid
10000.0, 36 months,6.49,306.45,A,A2,10+ years,MORTGAGE,60000.0,Not Verified,debt_consolidation,8.44,720.0,724.0,11.0,0.0,14230.0,26.4,23.0,Fully Paid
12000.0, 36 months,7.91,375.54,A,A5,10+ years,MORTGAGE,98000.0,Source Verified,credit_card,16.73,685.0,689.0,9.0,0.0,9084.0,69.9,27.0,Fully Paid
8000.0, 36 months,6.24,244.25,A,A2,10+ years,RENT,73000.0,Not Verified,debt_consolidation,23.39,730.0,734.0,9.0,0.0,8728.0,84.7,18.0,Fully Paid
15000.0, 60 months,13.99,348.95,C,C4,4 years,RENT,50000.0,Not Verified,credit_card,28.92,700.0,704.0,10.0,0.0,21207.0,58.7,31.0,Fully Paid
29850.0, 36 months,17.97,1078.7,D,D4,4 years,OWN,225000.0,Source Verified,debt_consolidation,0.37,665.0,669.0,5.0,0.0,1101.0,19.0,15.0,Charged Off
28000.0, 60 months,10.78,605.73,B,B4,10+ years,MORTGAGE,116000.0,Not Verified,debt_consolidation,26.83,695.0,699.0,14.0,0.0,47837.0,45.3,25.0,Charged Off
3600.0, 36 months,14.85,124.54,C,C5,6 years,RENT,60000.0,Verified,debt_consolidation,8.3,670.0,674.0,5.0,1.0,4960.0,53.9,8.0,Fully Paid
15000.0, 36 months,5.32,451.73,A,A1,10+ years,MORTGAGE,71000.0,Not Verified,credit_card,28.03,790.0,794.0,15.0,0.0,28735.0,26.2,29.0,Fully Paid
35000.0, 36 months,7.91,1095.33,A,A5,2 years,MORTGAGE,140000.0,Source Verified,debt_consolidation,0.99,815.0,819.0,12.0,0.0,3407.0,5.5,21.0,Fully Paid
8500.0, 36 months,6.49,260.48,A,A2,10+ years,RENT,50000.0,Source Verified,car,20.67,710.0,714.0,10.0,0.0,6422.0,12.3,18.0,Fully Paid
11200.0, 36 months,18.99,410.5,E,E1,3 years,MORTGAGE,32000.0,Verified,debt_consolidation,34.06,660.0,664.0,16.0,0.0,17211.0,75.0,19.0,Charged Off
18000.0, 60 months,9.17,375.14,B,B2,10+ years,RENT,75000.0,Not Verified,debt_consolidation,12.28,700.0,704.0,6.0,0.0,37040.0,65.6,8.0,Current
30250.0, 36 months,11.99,1004.59,C,C1,9 years,MORTGAGE,96000.0,Not Verified,debt_consolidation,27.66,715.0,719.0,12.0,0.0,16757.0,54.2,34.0,Fully Paid
5000.0, 36 months,9.17,159.4,B,B2,,MORTGAGE,38000.0,Verified,credit_card,32.41,695.0,699.0,19.0,1.0,14103.0,29.6,47.0,Fully Paid
19600.0, 36 months,5.32,590.25,A,A1,< 1 year,RENT,45000.0,Source Verified,debt_consolidation,18.63,710.0,714.0,11.0,0.0,17997.0,61.5,36.0,Fully Paid
15700.0, 36 months,5.32,472.81,A,A1,2 years,MORTGAGE,117500.0,Source Verified,credit_card,4.49,735.0,739.0,21.0,0.0,15343.0,14.5,42.0,Fully Paid
35000.0, 60 months,21.48,956.35,E,E5,10+ years,RENT,115000.0,Verified,debt_consolidation,22.29,705.0,709.0,7.0,0.0,42421.0,73.6,19.0,Fully Paid
30000.0, 36 months,11.99,996.29,C,C1,3 years,RENT,65000.0,Verified,debt_consolidation,34.08,730.0,734.0,9.0,0.0,5528.0,27.4,27.0,Fully Paid
25200.0, 60 months,11.48,553.97,B,B5,10+ years,MORTGAGE,155000.0,Not Verified,debt_consolidation,14.21,695.0,699.0,26.0,0.0,27377.0,44.7,42.0,Fully Paid
15000.0, 60 months,9.17,312.62,B,B2,5 years,MORTGAGE,39100.0,Not Verified,credit_card,18.11,745.0,749.0,10.0,0.0,12779.0,35.6,17.0,Current
10000.0, 36 months,15.77,350.44,D,D1,10+ years,OWN,51000.0,Verified,debt_consolidation,36.3,670.0,674.0,14.0,1.0,6247.0,35.5,35.0,Fully Paid
7500.0, 36 months,15.77,262.83,D,D1,3 years,MORTGAGE,120000.0,Verified,debt_consolidation,16.82,670.0,674.0,19.0,1.0,15038.0,69.3,53.0,Fully Paid
9000.0, 36 months,6.49,275.81,A,A2,< 1 year,MORTGAGE,87000.0,Not Verified,credit_card,21.61,790.0,794.0,20.0,0.0,11037.0,20.2,42.0,Fully Paid
15575.0, 36 months,16.59,552.12,D,D2,< 1 year,RENT,124800.0,Not Verified,debt_consolidation,18.38,665.0,669.0,9.0,2.0,3039.0,61.0,18.0,Fully Paid
5000.0, 36 months,9.8,160.87,B,B3,2 years,RENT,95000.0,Verified,moving,28.1,660.0,664.0,30.0,0.0,28234.0,71.8,54.0,Fully Paid
18000.0, 36 months,11.48,593.4,B,B5,4 years,RENT,103000.0,Source Verified,debt_consolidation,8.4,670.0,674.0,8.0,0.0,20247.0,76.1,29.0,Fully Paid
5600.0, 36 months,15.77,196.25,D,D1,2 years,RENT,60000.0,Verified,debt_consolidation,38.26,695.0,699.0,21.0,1.0,7697.0,64.1,36.0,Fully Paid
11225.0, 36 months,16.59,397.92,D,D2,< 1 year,RENT,31200.0,Verified,debt_consolidation,12.85,680.0,684.0,9.0,0.0,9542.0,78.2,24.0,Fully Paid
20000.0, 60 months,11.99,444.79,C,C1,10+ years,MORTGAGE,103000.0,Not Verified,debt_consolidation,18.36,695.0,699.0,21.0,1.0,26193.0,67.0,43.0,Fully Paid
6500.0, 36 months,13.99,222.13,C,C4,3 years,RENT,45000.0,Source Verified,credit_card,14.99,660.0,664.0,8.0,1.0,5961.0,58.4,19.0,Fully Paid
10000.0, 36 months,7.49,311.02,A,A4,6 years,RENT,94500.0,Not Verified,credit_card,18.04,685.0,689.0,19.0,0.0,15085.0,77.4,44.0,Fully Paid
28000.0, 36 months,5.32,843.22,A,A1,10+ years,OWN,80000.0,Not Verified,debt_consolidation,21.53,760.0,764.0,16.0,0.0,98101.0,18.4,20.0,Fully Paid
8000.0, 36 months,10.78,261.08,B,B4,< 1 year,RENT,45000.0,Source Verified,moving,14.16,750.0,754.0,10.0,0.0,7551.0,16.7,20.0,Fully Paid
18000.0, 60 months,14.85,426.81,C,C5,5 years,MORTGAGE,70000.0,Not Verified,home_improvement,10.85,680.0,684.0,9.0,1.0,6810.0,36.6,22.0,Fully Paid
16000.0, 60 months,13.99,372.21,C,C4,5 years,MORTGAGE,66000.0,Not Verified,debt_consolidation,12.02,675.0,679.0,11.0,0.0,13918.0,59.7,16.0,Current
35000.0, 60 months,9.17,729.44,B,B2,< 1 year,RENT,175000.0,Verified,debt_consolidation,17.14,700.0,704.0,9.0,0.0,21157.0,28.6,33.0,Fully Paid
24000.0, 60 months,13.99,558.32,C,C4,8 years,RENT,66466.0,Source Verified,debt_consolidation,15.42,710.0,714.0,5.0,0.0,26378.0,86.5,9.0,Charged Off
28000.0, 60 months,14.85,663.92,C,C5,3 years,MORTGAGE,85000.0,Not Verified,debt_consolidation,34.29,665.0,669.0,23.0,0.0,25904.0,62.6,30.0,Fully Paid
5000.0, 36 months,11.48,164.84,B,B5,3 years,RENT,32000.0,Not Verified,debt_consolidation,17.03,720.0,724.0,6.0,0.0,3736.0,40.2,6.0,Fully Paid
14400.0, 36 months,13.44,488.26,C,C3,10+ years,MORTGAGE,100800.0,Verified,home_improvement,23.64,700.0,704.0,10.0,0.0,14997.0,60.5,17.0,Fully Paid
10000.0, 36 months,11.99,332.1,C,C1,1 year,RENT,60000.0,Source Verified,debt_consolidation,22.18,665.0,669.0,14.0,0.0,4444.0,38.3,35.0,Fully Paid
3600.0, 36 months,11.48,118.68,B,B5,1 year,RENT,168000.0,Not Verified,debt_consolidation,7.88,685.0,689.0,8.0,0.0,15096.0,92.6,11.0,Fully Paid
21000.0, 60 months,9.8,444.13,B,B3,9 years,MORTGAGE,114000.0,Not Verified,debt_consolidation,16.36,690.0,694.0,17.0,0.0,36860.0,57.8,34.0,Fully Paid
16800.0, 36 months,18.99,615.74,E,E1,4 years,RENT,42000.0,Source Verified,other,24.34,700.0,704.0,14.0,0.0,19139.0,65.3,27.0,Charged Off
30000.0, 36 months,19.89,1113.23,E,E3,,OWN,110000.0,Verified,medical,32.28,665.0,669.0,12.0,0.0,43727.0,94.6,21.0,Charged Off
20000.0, 60 months,16.59,492.66,D,D2,10+ years,MORTGAGE,68500.0,Verified,debt_consolidation,32.31,660.0,664.0,14.0,0.0,799.0,20.0,49.0,Fully Paid
12575.0, 36 months,13.99,429.73,C,C4,10+ years,RENT,37000.0,Verified,other,18.62,675.0,679.0,8.0,0.0,8214.0,79.0,15.0,Fully Paid
13000.0, 36 months,6.99,401.35,A,A3,1 year,RENT,33000.0,Source Verified,debt_consolidation,27.96,700.0,704.0,12.0,0.0,11131.0,72.3,22.0,Fully Paid
10000.0, 36 months,9.17,318.79,B,B2,10+ years,MORTGAGE,115000.0,Not Verified,credit_card,10.16,705.0,709.0,12.0,0.0,5158.0,48.2,41.0,Fully Paid
20000.0, 36 months,5.32,602.3,A,A1,10+ years,MORTGAGE,148000.0,Not Verified,credit_card,17.01,710.0,714.0,14.0,0.0,48250.0,40.5,29.0,Fully Paid
13900.0, 36 months,20.5,520.13,E,E4,< 1 year,RENT,52500.0,Verified,house,25.37,670.0,674.0,10.0,1.0,7553.0,53.9,13.0,Fully Paid
13600.0, 60 months,19.89,359.49,E,E3,10+ years,OWN,51000.0,Verified,debt_consolidation,33.79,675.0,679.0,16.0,1.0,13835.0,53.6,27.0,Charged Off
12000.0, 36 months,9.8,386.09,B,B3,,RENT,49500.0,Verified,debt_consolidation,34.49,660.0,664.0,24.0,0.0,25197.0,55.5,32.0,Charged Off
35000.0, 36 months,13.99,1196.05,C,C4,3 years,RENT,305000.0,Verified,house,23.65,690.0,694.0,11.0,0.0,41683.0,91.6,30.0,Fully Paid
2500.0, 36 months,13.44,84.77,C,C3,5 years,RENT,40000.0,Source Verified,credit_card,31.38,670.0,674.0,6.0,0.0,7236.0,99.1,12.0,Charged Off
16000.0, 36 months,5.32,481.84,A,A1,10+ years,MORTGAGE,130000.0,Not Verified,debt_consolidation,21.74,735.0,739.0,11.0,0.0,20754.0,35.9,27.0,Fully Paid
18000.0, 36 months,13.99,615.11,C,C4,4 years,RENT,36000.0,Verified,debt_consolidation,6.53,665.0,669.0,4.0,0.0,7934.0,68.4,6.0,Fully Paid
35000.0, 36 months,12.88,1177.27,C,C2,10+ years,MORTGAGE,122000.0,Source Verified,debt_consolidation,20.38,710.0,714.0,17.0,0.0,58522.0,71.3,52.0,Charged Off
25000.0, 36 months,13.99,854.32,C,C4,< 1 year,RENT,89500.0,Source Verified,debt_consolidation,27.13,670.0,674.0,12.0,0.0,68540.0,98.3,18.0,Fully Paid
10575.0, 36 months,13.44,358.56,C,C3,9 years,RENT,23000.0,Verified,debt_consolidation,22.39,685.0,689.0,10.0,0.0,11921.0,59.9,13.0,Fully Paid
30000.0, 36 months,12.88,1009.09,C,C2,10+ years,RENT,80000.0,Verified,debt_consolidation,16.2,660.0,664.0,15.0,0.0,36556.0,76.8,37.0,Fully Paid
6000.0, 36 months,13.67,204.11,C,C4,9 years,RENT,42000.0,Source Verified,other,21.2,670.0,674.0,8.0,2.0,4176.0,60.5,11.0,Fully Paid
9100.0, 36 months,12.88,306.09,C,C2,2 years,RENT,24000.0,Source Verified,credit_card,7.6,730.0,734.0,28.0,0.0,1617.0,6.7,29.0,Fully Paid
20000.0, 60 months,13.44,459.58,C,C3,7 years,RENT,62000.0,Source Verified,credit_card,11.32,690.0,694.0,13.0,1.0,16130.0,57.0,19.0,Current
20000.0, 36 months,9.17,637.58,B,B2,10+ years,MORTGAGE,134296.0,Not Verified,debt_consolidation,10.95,695.0,699.0,10.0,1.0,135991.0,54.8,15.0,Fully Paid
22950.0, 60 months,26.06,687.95,F,F5,2 years,RENT,51000.0,Verified,debt_consolidation,12.4,665.0,669.0,6.0,0.0,29289.0,87.0,9.0,Charged Off
15000.0, 36 months,11.48,494.5,B,B5,5 years,MORTGAGE,75000.0,Verified,debt_consolidation,8.86,670.0,674.0,7.0,0.0,5803.0,67.5,20.0,Charged Off
10000.0, 36 months,11.99,332.1,C,C1,< 1 year,RENT,40000.0,Source Verified,car,9.12,665.0,669.0,8.0,1.0,13253.0,52.2,17.0,Charged Off
9800.0, 36 months,13.44,332.29,C,C3,4 years,RENT,40000.0,Verified,debt_consolidation,39.6,680.0,684.0,8.0,0.0,5735.0,53.6,25.0,Charged Off
16000.0, 36 months,11.48,527.47,B,B5,2 years,OWN,230000.0,Source Verified,debt_consolidation,23.24,660.0,664.0,21.0,0.0,69203.0,85.8,75.0,Charged Off
18000.0, 36 months,11.99,597.78,C,C1,10+ years,RENT,45000.0,Verified,debt_consolidation,28.62,695.0,699.0,13.0,0.0,15250.0,65.2,30.0,Fully Paid
25000.0, 60 months,18.99,648.38,E,E1,10+ years,RENT,79000.0,Verified,debt_consolidation,30.12,675.0,679.0,24.0,0.0,26553.0,42.5,43.0,Fully Paid
15000.0, 60 months,12.88,340.38,C,C2,< 1 year,RENT,53000.0,Not Verified,credit_card,9.69,705.0,709.0,8.0,1.0,13146.0,53.2,12.0,Fully Paid
23000.0, 60 months,11.99,511.51,C,C1,6 years,MORTGAGE,168000.0,Not Verified,debt_consolidation,27.86,690.0,694.0,17.0,0.0,28823.0,38.6,46.0,Current
15400.0, 36 months,11.48,507.69,B,B5,< 1 year,RENT,55000.0,Verified,debt_consolidation,16.63,665.0,669.0,13.0,0.0,11224.0,36.6,14.0,Fully Paid
35000.0, 60 months,11.48,769.39,B,B5,10+ years,MORTGAGE,100000.0,Source Verified,debt_consolidation,11.81,710.0,714.0,18.0,1.0,37367.0,30.8,31.0,Current
2800.0, 36 months,12.88,94.19,C,C2,8 years,RENT,75000.0,Not Verified,debt_consolidation,3.44,660.0,664.0,11.0,3.0,5676.0,30.4,22.0,Fully Paid
30000.0, 36 months,14.85,1037.76,C,C5,10+ years,RENT,145000.0,Verified,other,24.0,745.0,749.0,12.0,0.0,8419.0,35.7,27.0,Charged Off
13000.0, 36 months,6.99,401.35,A,A3,3 years,RENT,50000.0,Not Verified,debt_consolidation,22.59,815.0,819.0,9.0,0.0,1190.0,4.3,19.0,Fully Paid
